"fund","weight in portfolio","portfolio value","reporting date","bond","weight","country","issuer","maturity","rating"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Range Res 5%",0.15,"USA","RANGE RESOURCES","15/3/2023","BB3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Meg Engy 144A 6.5%",0.14,"CAN","MEG ENERGY CORP","15/3/2021","B3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Amerigas Fin Corp / 6.75%",0.13,"USA","AMERIGAS FINANCE","20/5/2020","BB2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Oasis Pete Inc New 6.875%",0.13,"USA","OASIS PETROLEUM","15/1/2023","B2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Sm Engy 6.5%",0.12,"USA","SM ENERGY CO","1/1/2023","B2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Hornbeck Offshore Svcs Inc New 0.01%",0.11,"USA","HORNBECK OFF","1/4/2020","B1"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Targa Res Partners / Targa Res 4.125%",0.11,"USA","TARGA RES PRTNRS","15/11/2019","BB3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Everest Acq Llc/Finance 7.75%",0.09,"USA","EP ENER/EVEREST","1/9/2022","CCC1"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Wpx Engy 6%",0.09,"USA","WPX ENERGY INC","15/1/2022","B1"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Barrett Bill 7.625%",0.08,"USA","BILL BARRETT","1/10/2019","CCC3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Chesapeake Engy 144A 8%",0.08,"USA","CHESAPEAKE ENRGY","15/12/2022","B3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Denbury Res 5.5%",0.08,"USA","DENBURY RESOURCE","1/5/2022","CCC2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Summit Midstream Hldgs Llc / 5.5%",0.08,"USA","SUMMIT MID HLD /","15/8/2022","B2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Precision Drilling 6.625%",0.07,"CAN","PRECISION DRILL","15/11/2020","BB2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Tesoro Logistics Lp / 5.875%",0.07,"USA","TES LOG LP/CORP","1/10/2020","BB3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Everest Acq Llc/Finance 6.375%",0.06,"USA","EP ENER/EVEREST","15/6/2023","CCC1"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Sanchez Engy 7.75%",0.06,"USA","SANCHEZ ENERGY","15/6/2021","CCC1"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","California Res 5.5%",0.05,"USA","CALIFORNIA RESOU","15/9/2021","CCC2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Sanchez Engy 6.125%",0.05,"USA","SANCHEZ ENERGY","15/1/2023","CCC1"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Wpx Engy 5.25%",0.05,"USA","WPX ENERGY INC","15/9/2024","B1"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Engy Xxi Gulf Coast 144A 11%",0.04,"USA","ENERGY XXI GULF","15/3/2020","CCC3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Sabine Pass Liquefaction 5.75%",0.04,"USA","SABINE PASS LIQU","15/5/2024","BB2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Linn Engy 7.75%",0.03,"USA","LINN ENERGY LLC","1/2/2021","CC"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Memorial Prodtn Partners 7.625%",0.03,"USA","MEM PROD PART LP","1/5/2021","CCC2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Sandridge Engy 144A 8.75%",0.03,"USA","SANDRIDGE ENERGY","1/6/2020","CCC3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Chaparral Engy 7.625%",0.02,"USA","CHAPARRAL ENERGY","15/11/2022","CC"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Halcon Res 144A 12%",0.02,"USA","HALCON RESOURCES","15/2/2022","CCC1"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Everest Acq Llc/Finance 9.375%",0.01,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"PACE High Yield P",6.41,412000288,"31/10/2015","Citgo Pete 144A 6.25%",0.52,"USA","CITGO PETROLEUM","15/8/2022","B1"
"PACE High Yield P",6.41,412000288,"31/10/2015","Chesapeake Engy 6.625%",0.5,"USA","CHESAPEAKE ENRGY","15/8/2020","CCC2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Whiting Pete Corp New 5.75%",0.44,"USA","WHITING PETRO","15/3/2021","CCC1"
"PACE High Yield P",6.41,412000288,"31/10/2015","Suburban Propane Partners L P 5.5%",0.42,"USA","SUBURBAN PROPANE","1/6/2024","BB3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Citgo Hldg 144A 10.75%",0.28,"USA","CITGO HOLDING","15/2/2020","B3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Crestwood Midstream Prtnrs 144A 6.25%",0.28,"USA","CRESTWOOD MIDSTR","1/4/2023","B1"
"PACE High Yield P",6.41,412000288,"31/10/2015","Sunoco Lp/Sunoco Fin 144A 6.375%",0.27,"USA","SUNOCO LP/FIN","1/4/2023","BB3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Sunoco Lp/Sunoco Fin 144A 5.5%",0.25,"USA","SUNOCO LP/FIN","1/8/2020","BB3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Cgg Veritas 6.5%",0.24,"FRA","CGG","1/6/2021","CCC1"
"PACE High Yield P",6.41,412000288,"31/10/2015","Berry Pete 6.75%",0.22,"USA","BERRY PETROL CO","1/11/2020","CCC3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Engy Transfer Equity L P 5.875%",0.19,"USA","ENERGY TRANS","15/1/2024","BB2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Halcon Res 144A 8.625%",0.17,"USA","HALCON RESOURCES","1/2/2020","CCC1"
"PACE High Yield P",6.41,412000288,"31/10/2015","Laredo Petro 6.25%",0.17,"USA","LAREDO PETROLEUM","15/3/2023","B3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Sanchez Engy 6.125%",0.15,"USA","SANCHEZ ENERGY","15/1/2023","CCC1"
"PACE High Yield P",6.41,412000288,"31/10/2015","Denbury Res 6.375%",0.14,"USA","DENBURY RESOURCE","15/8/2021","CCC2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Hilcorp Engy I L P / Hilcorp 144A 7.625%",0.13,"USA","HILCORP ENERGY I","15/4/2021","BB2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Sandridge Engy 7.5%",0.12,"USA","SANDRIDGE ENERGY","15/3/2021","C"
"PACE High Yield P",6.41,412000288,"31/10/2015","Sabine Pass Liquefaction 5.625%",0.11,"USA","SABINE PASS LIQU","15/4/2023","BB2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Transocean 6.5%",0.11,"CYM","TRANSOCEAN INC","15/11/2020","BB2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Everest Acq Llc/Finance 9.375%",0.1,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"PACE High Yield P",6.41,412000288,"31/10/2015","Ferrellgas L P / Ferrellgas 6.5%",0.1,"USA","FERRELLGAS LP","1/5/2021","B2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Sabine Pass Liquefaction 6.25%",0.1,"USA","SABINE PASS LIQU","15/3/2022","BB2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Targa Res Partners / Targa R 144A 6.625%",0.1,"USA","TARGA RES PRTNRS","1/10/2020","BB3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Targa Res Partners / Targa Re 144A 6.75%",0.1,"USA","TARGA RES PRTNRS","15/3/2024","BB3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Meg Engy 144A 6.5%",0.09,"CAN","MEG ENERGY CORP","15/3/2021","B3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Concho Res 6.5%",0.08,"USA","CONCHO RES/MIDLA","15/1/2022","BB2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Summit Midstream Hldgs Llc / 5.5%",0.08,"USA","SUMMIT MID HLD /","15/8/2022","B2"
"PACE High Yield P",6.41,412000288,"31/10/2015","California Res 0.12%",0.06,"USA","CALIFORNIA RESOU","15/11/2024","CCC2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Engy Xxi Gulf Coast 144A 11%",0.06,"USA","ENERGY XXI GULF","15/3/2020","CCC3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Oasis Pete Inc New 6.875%",0.06,"USA","OASIS PETROLEUM","15/3/2022","B2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Transocean 6.375%",0.06,"CYM","TRANSOCEAN INC","15/12/2021","BB2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Engy Transfer Equity L P 7.5%",0.05,"USA","ENERGY TRANSFER","15/10/2020","BB2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Ferrellgas L P / Ferrellgas 144A 6.75%",0.05,"USA","FERRELLGAS LP","15/6/2023","B2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Laredo Petro 7.375%",0.05,"USA","LAREDO PETROLEUM","1/5/2022","B3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Linn Engy 6.5%",0.05,"USA","LINN ENERGY LLC","15/5/2019","CC"
"PACE High Yield P",6.41,412000288,"31/10/2015","Summit Midstream Hldgs Llc / 7.5%",0.05,"USA","SUMMIT MID HLD /","1/7/2021","B2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Linn Engy 6.25%",0.04,"USA","LINN ENERGY LLC","1/11/2019","CC"
"PACE High Yield P",6.41,412000288,"31/10/2015","Midstates Pete Co 10.75%",0.04,"USA","MIDSTATES PETRO","1/10/2020","CC"
"PACE High Yield P",6.41,412000288,"31/10/2015","Oasis Pete Inc New 7.25%",0.04,"USA","OASIS PETROLEUM","1/2/2019","B2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Seven Generations Engy 144A 6.75%",0.04,"CAN","SEVEN GENS ENER","1/5/2023","B3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Antero Res 5.125%",0.03,"USA","ANTERO RESOURCES","1/12/2022","BB3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Blue Racer Midstream Llc/ Bl 144A 6.125%",0.03,"USA","BLUE RACER MID/F","15/11/2022","B3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Denbury Res 5.5%",0.03,"USA","DENBURY RESOURCE","1/5/2022","CCC2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Linn Engy 7.75%",0.03,"USA","LINN ENERGY LLC","1/2/2021","CC"
"PACE High Yield P",6.41,412000288,"31/10/2015","Sandridge Engy 144A 8.75%",0.03,"USA","SANDRIDGE ENERGY","1/6/2020","CCC3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Approach Resources 7%",0.02,"USA","APPROACH RESOURC","15/6/2021","CCC3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Linn Engy 6.5%",0.02,"USA","LINN ENERGY LLC","15/9/2021","CC"
"PACE High Yield P",6.41,412000288,"31/10/2015","Meg Engy 144A 6.375%",0.02,"CAN","MEG ENERGY CORP","30/1/2023","B3"
"PACE High Yield P",6.41,412000288,"31/10/2015","Oasis Pete Inc New 6.5%",0.02,"USA","OASIS PETROLEUM","1/11/2021","B2"
"PACE High Yield P",6.41,412000288,"31/10/2015","Parsley Engy 144A 7.5%",0.02,"USA","PARSLEY ENERGY","15/2/2022","CCC1"
"PACE High Yield P",6.41,412000288,"31/10/2015","W & T Offshore 8.5%",0.02,"USA","W & T OFFSHORE","15/6/2019","CCC1"
"PACE High Yield P",6.41,412000288,"31/10/2015","Chaparral Engy 9.875%",0.01,"USA","CHAPARRAL ENERGY","1/10/2020","CC"
"PACE High Yield P",6.41,412000288,"31/10/2015","Halcon Res 9.75%",0.01,"USA","HALCON RESOURCES","15/7/2020","C"
"PACE High Yield P",6.41,412000288,"31/10/2015","Linn Engy 8.625%",0.01,"USA","LINN ENERGY LLC","15/4/2020","CC"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Sabine Pass Liquefaction 5.625%",1.54,"USA","SABINE PASS LIQU","1/3/2025","BB2"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Targa Res Partners / Targa R 144A 6.625%",0.59,"USA","TARGA RES PRTNRS","1/10/2020","BB3"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Hilcorp Engy I L P / Hilcorp 144A 7.625%",0.56,"USA","HILCORP ENERGY I","15/4/2021","BB2"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Calumet Specialty Prods Partne 6.5%",0.46,"USA","CALUMET SPECIAL","15/4/2021","B2"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Meg Engy 144A 6.5%",0.37,"CAN","MEG ENERGY CORP","15/3/2021","B3"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Whiting Pete Corp New 6.25%",0.36,"USA","WHITING PETRO","1/4/2023","CCC1"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Sunoco Lp/Sunoco Fin 144A 5.5%",0.34,"USA","SUNOCO LP/FIN","1/8/2020","BB3"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Wpx Engy 6%",0.31,"USA","WPX ENERGY INC","15/1/2022","B1"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Memorial Res Dev 5.875%",0.3,"USA","MEMORIAL RESOURC","1/7/2022","B3"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Qep Res 6.875%",0.29,"USA","QEP RESOURCES","1/3/2021","BB3"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Rose Rock Midstr/Rose Rock Fin 5.625%",0.28,"USA","ROSE ROCK MID/FI","15/11/2023","B2"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Crestwood Midstream Prtnrs 6.125%",0.26,"USA","CRSTWD PART/FIN","1/3/2022","B1"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Newfield Expl 5.75%",0.24,"USA","NEWFIELD EXPLOR","30/1/2022","BB1"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Concho Res 5.5%",0.23,"USA","CONCHO RES/MIDLA","1/4/2023","BB2"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Engy Transfer Equity L P 5.875%",0.22,"USA","ENERGY TRANS","15/1/2024","BB2"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Summit Midstream Hldgs Llc / 5.5%",0.22,"USA","SUMMIT MID HLD /","15/8/2022","B2"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Newfield Expl 5.375%",0.21,"USA","NEWFIELD EXPLOR","1/1/2026","BB1"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Engy Transfer Equity L P 5.5%",0.2,"USA","ENERGY TRANS","1/6/2027","BB2"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Everest Acq Llc/Finance 6.375%",0.15,"USA","EP ENER/EVEREST","15/6/2023","CCC1"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Halcon Res 144A 8.625%",0.15,"USA","HALCON RESOURCES","1/2/2020","CCC1"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Tervita 144A 8%",0.11,"CAN","TERVITA CORP","15/11/2018","CCC1"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Sanchez Engy 7.75%",0.1,"USA","SANCHEZ ENERGY","15/6/2021","CCC1"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Chaparral Engy 8.25%",0.09,"USA","CHAPARRAL ENERGY","1/9/2021","CC"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Linn Engy 6.5%",0.08,"USA","LINN ENERGY LLC","15/5/2019","CC"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Transocean 6.375%",0.08,"CYM","TRANSOCEAN INC","15/12/2021","BB2"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Everest Acq Llc/Finance 7.75%",0.07,"USA","EP ENER/EVEREST","1/9/2022","CCC1"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Transocean 3.8%",0.05,"CYM","TRANSOCEAN INC","15/10/2022","BB2"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Halcon Res 144A 12%",0.04,"USA","HALCON RESOURCES","15/2/2022","CCC1"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Targa Res Partners / Targa Re 144A 6.75%",0.04,"USA","TARGA RES PRTNRS","15/3/2024","BB3"
"Pacific Funds High Income I",7.96,123861967,"31/1/2016","Linn Engy 6.5%",0.02,"USA","LINN ENERGY LLC","15/9/2021","CC"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Laredo Petro 7.375%",1.46,"USA","LAREDO PETROLEUM","1/5/2022","B3"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Ion Geophysical 8.125%",1,"USA","ION GEOPHYSICAL","15/5/2018","CCC3"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Sabine Pass Liquefaction 5.625%",0.92,"USA","SABINE PASS LIQU","1/2/2021","BB2"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Ferrellgas L P / Ferrellgas 6.75%",0.76,"USA","FERRELLGAS LP","15/1/2022","B2"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Hilcorp Engy I L P / Hilcorp 144A 5.75%",0.65,"USA","HILCORP ENERGY I","1/10/2025","BB2"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Sm Engy 6.125%",0.64,"USA","SM ENERGY CO","15/11/2022","B2"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Laredo Petro 6.25%",0.5,"USA","LAREDO PETROLEUM","15/3/2023","B3"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Concho Res 5.5%",0.46,"USA","CONCHO RES/MIDLA","1/4/2023","BB2"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Exterran Partners Lp/ Exlp Fin 6%",0.46,"USA","EXTERRAN PARTNER","1/4/2021","B2"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Sm Engy 6.5%",0.45,"USA","SM ENERGY CO","1/1/2023","B2"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Chaparral Engy 7.625%",0.41,"USA","CHAPARRAL ENERGY","15/11/2022","CC"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Exterran Partners Lp/ Exlp Fin 6%",0.41,"USA","EXTERRAN PARTNER","1/10/2022","B2"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Sabine Pass Liquefaction 5.75%",0.32,"USA","SABINE PASS LIQU","15/5/2024","BB2"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Sabine Pass Liquefaction 6.25%",0.23,"USA","SABINE PASS LIQU","15/3/2022","BB2"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Targa Res Partners / Targa Res 5.25%",0.2,"USA","TARGA RES PRTNRS","1/5/2023","BB3"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Vanguard Nat Res Llc / Vnr Fin 7.875%",0.17,"USA","VANGUARD NAT RES","1/4/2020","CCC3"
"Pax World High Yield Bond Individual Inv",9.12,402484137,"31/12/2015","Sm Engy 5.625%",0.08,"USA","SM ENERGY CO","1/6/2025","B2"
"Payden High Income",5.34,562218495,"31/12/2015","Wpx Engy 6%",0.64,"USA","WPX ENERGY INC","15/1/2022","B1"
"Payden High Income",5.34,562218495,"31/12/2015","Everest Acq Llc/Finance 9.375%",0.59,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"Payden High Income",5.34,562218495,"31/12/2015","Suburban Propane Partners L P 5.5%",0.55,"USA","SUBURBAN PROPANE","1/6/2024","BB3"
"Payden High Income",5.34,562218495,"31/12/2015","Tesoro 5.375%",0.54,"USA","TESORO CORP","1/10/2022","BB2"
"Payden High Income",5.34,562218495,"31/12/2015","Sabine Pass Liquefaction 5.625%",0.49,"USA","SABINE PASS LIQU","1/2/2021","BB2"
"Payden High Income",5.34,562218495,"31/12/2015","Dcp Midstream 144A 9.75%",0.48,"USA","DCP MIDSTREAM","15/3/2019","BB2"
"Payden High Income",5.34,562218495,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 6.375%",0.45,"USA","SUNOCO LP/FIN","1/4/2023","BB3"
"Payden High Income",5.34,562218495,"31/12/2015","Amerigas Fin Corp / 7%",0.44,"USA","AMERIGAS FINANCE","20/5/2022","BB2"
"Payden High Income",5.34,562218495,"31/12/2015","Sabine Pass Liquefaction 5.75%",0.34,"USA","SABINE PASS LIQU","15/5/2024","BB2"
"Payden High Income",5.34,562218495,"31/12/2015","Laredo Petro 7.375%",0.31,"USA","LAREDO PETROLEUM","1/5/2022","B3"
"Payden High Income",5.34,562218495,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 5.5%",0.31,"USA","SUNOCO LP/FIN","1/8/2020","BB3"
"Payden High Income",5.34,562218495,"31/12/2015","Amerigas Partners L P 6.5%",0.2,"USA","AMERIGAS PARTNER","20/5/2021","BB3"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Welltec A/S 144A 8%",0.77,"DNK","WELLTEC A/S","1/2/2019","B1"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Lbc Tank Terms Hldg Neth Bv 144A 6.875%",0.61,"NLD","LBC TANK TERMINA","15/5/2023","B3"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Rose Rock Midstream Lp/ Rose R 5.625%",0.58,"USA","ROSE ROCK MID/FI","15/7/2022","B2"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Martin Midstream Partners Lp / 7.25%",0.54,"USA","MRT MID PART/FIN","15/2/2021","B3"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Exterran Partners Lp/ Exlp Fin 6%",0.5,"USA","EXTERRAN PARTNER","1/10/2022","B2"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Summit Midstream Hldgs Llc / 5.5%",0.43,"USA","SUMMIT MID HLD /","15/8/2022","B2"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Ferrellgas L P / Ferrellgas 6.75%",0.35,"USA","FERRELLGAS LP","15/1/2022","B2"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 6.375%",0.29,"USA","SUNOCO LP/FIN","1/4/2023","BB3"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Drill Rig Hldgs 144A 6.5%",0.2,"MHL","DRILL RIGS HLDS","1/10/2017","CCC2"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 5.5%",0.2,"USA","SUNOCO LP/FIN","1/8/2020","BB3"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Chc Helicopter 0.23%",0.18,"LUX","CHC HELICOPTER S","15/10/2020","B2"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Ferrellgas Partners L P / 8.625%",0.15,"USA","FERRELLGAS","15/6/2020","B3"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Petro Geo Svcs Asa New 144A 7.375%",0.12,"NOR","PETROLEUM GEO","15/12/2018","B2"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Fts Intl 6.25%",0.11,"USA","FTS INTL INC","1/5/2022","CCC2"
"PIA High Yield Institutional",5.04,122492834,"31/12/2015","Summit Midstream Hldgs Llc / 7.5%",0.01,"USA","SUMMIT MID HLD /","1/7/2021","B2"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","Sabine Pass Liquefaction 5.75%",0.44,"USA","SABINE PASS LIQU","15/5/2024","BB2"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","Concho Res 6.5%",0.33,"USA","CONCHO RES/MIDLA","15/1/2022","BB2"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","Sabine Pass Liquefaction 5.625%",0.32,"USA","SABINE PASS LIQU","15/4/2023","BB2"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","Chesapeake Engy 5.75%",0.23,"USA","CHESAPEAKE ENRGY","15/3/2023","CCC2"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","California Res 0.12%",0.21,"USA","CALIFORNIA RESOU","15/11/2024","CCC2"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","Lbc Tank Terms Hldg Neth Bv 144A 6.875%",0.21,"NLD","LBC TANK TERMINA","15/5/2023","B3"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","Whiting Pete Corp New 5.75%",0.2,"USA","WHITING PETRO","15/3/2021","CCC1"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","Laredo Petro 7.375%",0.18,"USA","LAREDO PETROLEUM","1/5/2022","B3"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","Antero Res 5.125%",0.17,"USA","ANTERO RESOURCES","1/12/2022","BB3"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","Blue Racer Midstream Llc/ Bl 144A 6.125%",0.17,"USA","BLUE RACER MID/F","15/11/2022","B3"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","Tesoro Logistics Lp / 144A 6.25%",0.17,"USA","TES LOG LP/CORP","15/10/2022","BB3"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","California Res 5.5%",0.16,"USA","CALIFORNIA RESOU","15/9/2021","CCC2"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","Sanchez Engy 6.125%",0.16,"USA","SANCHEZ ENERGY","15/1/2023","CCC1"
"PIMCO High Yield Instl",7.27,8675043468,"30/9/2015","Targa Res Partners / Targa Res 5.25%",0.16,"USA","TARGA RES PRTNRS","1/5/2023","BB3"
